file,word,count
text.txt,1937,1
text.txt,1940,1
text.txt,война,1
text.txt,государственное,1
text.txt,и,1
text.txt,издательство,1
text.txt,лев,1
text.txt,литература,1
text.txt,мир,1
text.txt,москва,1
text.txt,николаевич,1
text.txt,толстой,1
text.txt,художественная,1
